Type (Link/Text),Content (http://....),URI type (URI/URL/File...),Description,Interaction counter,UID mirror,Interaction counter mirror
Text,spotify:track:2L5HZ4ddC9vdVSlW0mSL98,,lexie lliu: love an run,,,
